what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214229097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214229378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214231635
error,log,,,"org.eclipse.wst.common.componentcore.internal.impl.ReferencedComponentXMIResourceImpl cannot be cast to org.eclipse.jpt.jpa.core.resource.xml.JpaXmlResource",1389214233353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214246202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214286230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214292078
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1389214314832
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1389214314924
error,log,,,"org.eclipse.wst.common.componentcore.internal.impl.ReferencedComponentXMIResourceImpl cannot be cast to org.eclipse.jpt.jpa.core.resource.xml.JpaXmlResource",1389214335230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214342200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214369989
error,log,,,"org.eclipse.wst.common.componentcore.internal.impl.ReferencedComponentXMIResourceImpl cannot be cast to org.eclipse.jpt.jpa.core.resource.xml.JpaXmlResource",1389214386901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1389214386990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214387033
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389214387588
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389214387682
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1389214391963
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389214391963
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389214393647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214398895
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1389214400906
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1389214401151
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1389214401428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1389214402063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214402118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214405764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214406745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214408049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214410949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1389214422223
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1389214431585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214436237
started,bundle,org.eclipse.jpt.jpa.eclipselink.core,2.0.2.v201111103010,"org.eclipse.jpt.jpa.eclipselink.core",1389214475654
started,bundle,org.eclipse.jpt.common.eclipselink.core,1.0.1.v201108080010,"org.eclipse.jpt.common.eclipselink.core",1389214475727
error,log,,,"org.eclipse.wst.common.componentcore.internal.impl.ReferencedComponentXMIResourceImpl cannot be cast to org.eclipse.jpt.jpa.core.resource.xml.JpaXmlResource",1389214479869
error,log,,,"org.eclipse.wst.common.componentcore.internal.impl.ReferencedComponentXMIResourceImpl cannot be cast to org.eclipse.jpt.jpa.core.resource.xml.JpaXmlResource",1389214480182
started,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1389214480327
error,log,,,"org.eclipse.wst.common.componentcore.internal.impl.ReferencedComponentXMIResourceImpl cannot be cast to org.eclipse.jpt.jpa.core.resource.xml.JpaXmlResource",1389214510834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214513424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214519040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214519387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214520293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214546837
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1389214549356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214559098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214606977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214610125
started,bundle,org.eclipse.wst.validation.ui,1.2.300.v201201050300,"org.eclipse.wst.validation.ui",1389214614380
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1389214614417
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1389214614437
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1389214614486
started,bundle,org.eclipse.jst.j2ee.web,1.1.502.v201202090300,"org.eclipse.jst.j2ee.web",1389214614541
error,log,,,"org.eclipse.wst.common.componentcore.internal.impl.ReferencedComponentXMIResourceImpl cannot be cast to org.eclipse.jpt.jpa.core.resource.xml.JpaXmlResource",1389214660053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1389214676798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214676906
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389214682405
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1389214689094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214691242
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1389214692819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214692866
error,log,,,"org.eclipse.wst.common.componentcore.internal.impl.ReferencedComponentXMIResourceImpl cannot be cast to org.eclipse.jpt.jpa.core.resource.xml.JpaXmlResource",1389214693046
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1389214696816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214702619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1389214707591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214707617
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389214709420
started,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1389214713687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214714313
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1389214756217
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1389214756225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214757616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214768883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1389214780958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389214780989
